sentID.BTEC	split	lang	sent
8881	corpus-6-train	FR	Je voudrais emmener ce sac avec moi dans l'avion, s'il vous plaît.
8884	corpus-6-train	FR	Puis-je mettre mes bagages à l'arrière?
8887	corpus-6-train	FR	Où puis-je acheter un ticket pour le bus?
8888	corpus-6-train	FR	Vous voulez vous joindre à nous?
8889	corpus-6-dev	FR	Pourriez-vous ajouter du cheddar?
8890	corpus-6-train	FR	Alors, veuillez remplir le formulaire d'inscription et le signer.
8891	corpus-6-train	FR	Je voudrais cinq timbres à quinze centimes de dollars et vingt cartes postales, s'il vous plaît.
8892	corpus-6-train	FR	Combien de temps faudra-t-il jusqu'à l'hôtel Hilton?
8893	corpus-6-train	FR	Un peu.
8894	corpus-6-train	FR	J'envisage de visiter la ville pendant une demi-journée cet après-midi.
8895	corpus-6-train	FR	Combien en tout?
8896	corpus-6-train	FR	Une chambre calme, s'il vous plaît.
8898	corpus-6-dev	FR	J'appelle simplement pour vous remercier pour votre aide pendant mon séjour aux Etats-Unis.
8900	corpus-6-test-corpus-26-train	FR	Je voudrais me faire arracher les dents.
8901	corpus-6-train	FR	Nous avons quinze jours fériés.
8905	corpus-6-test-corpus-26-train	FR	Je voudrais une trousse de maquillage.
8906	corpus-6-train	FR	Je suis certain de l'avoir déposé à la réception.
8907	corpus-6-test-corpus-26-dev	FR	Je me demande combien je devrais laisser comme pourboire.
8911	corpus-6-train	FR	C'est la femme de chambre. Avez-vous besoin de quelque chose?
8913	corpus-6-train	FR	Quelle est le prix de cet étui à cigarettes?
8914	corpus-6-test-corpus-26-train	FR	"Où puis-je voir ""Le Fantôme de l'Opéra""?"
8915	corpus-6-test-corpus-26-train	FR	Je veux acheter des souvenirs pour mes amis. Pouvez-vous m'en recommander?
8916	corpus-6-train	FR	Vous aimez travailler ici?
8917	corpus-6-train	FR	Non, c'est le trente-sept quatre-vingt-treize quatre-vingt-quatre soixante-douze. J'ai bien peur que vous n'ayez pas le bon numéro.
8918	corpus-6-test-corpus-26-train	FR	Plus lentement, s'il vous plaît.
8919	corpus-6-test-corpus-26-dev	FR	Quels sont vos frais mensuels moyens de fax à l'international?
8921	corpus-6-train	FR	La clé de ma chambre, s'il vous plaît?
8928	corpus-6-train	FR	Excusez-moi. Pourriez-vous me dire quel train va à Wheeler Avenue?
8929	corpus-6-train	FR	Pourriez-vous me recommander un hôtel propre et pas cher?
8930	corpus-6-train	FR	C'est peut-être un peu trop épais. En avez-vous un plus fin?
8931	corpus-6-train	FR	Puis-je le ramener s'il ne me va pas?
8934	corpus-6-dev	FR	Voulez-vous les envoyer par courrier maritime ou de surface?
8935	corpus-6-train	FR	Emmenez-moi à King Street.
8938	corpus-6-train	FR	Avez-vous des places libres ce soir?
8941	corpus-6-train	FR	Je crois que l'arrêt de bus est près d'ici, non?
8943	corpus-6-train	FR	J'ai bien peur que non, Monsieur.
8944	corpus-6-train	FR	Veuillez parler doucement. Je ne comprends pas très bien.
8945	corpus-6-train	FR	Puis-je l'essayer?
8947	corpus-6-test-corpus-26-train	FR	Frit des deux côtés, s'il vous plaît.
8952	corpus-6-train	FR	Que diriez-vous de prendre un café avec moi?
8955	corpus-6-train	FR	Je voudrais prendre une bière. Quels types de bières avez-vous?
8958	corpus-6-train	FR	Quoi? Ils ne fournissent pas de brosse à dents gratuite?
8959	corpus-6-train	FR	Je voudrais trois pellicules couleurs de trente-six poses.
8960	corpus-6-train	FR	Y a-t-il des bus en circulation?
8962	corpus-6-train	FR	Oh, c'est un peu élevé. Avez-vous quelque chose de moins cher?
8963	corpus-6-train	FR	Excusez-moi. Nous avons demandé trois fois nos boissons.
8964	corpus-6-train	FR	Combien jusqu'à la Tour de Londres?
8966	corpus-6-test-corpus-26-dev	FR	OK, ça semble assez clair. Donnez-moi tous les deux votre permis de conduire et votre immatriculation. Et pour toi mon gars, c'est l'alcootest.
8967	corpus-6-dev	FR	Pourriez-vous me recommander des endroits où je pourrais me rendre et revenir en une journée?
8968	corpus-6-train	FR	C'est lourd.
8969	corpus-6-dev	FR	La rue est différente de celle que nous avons prise hier. C'est un raccourci?
8970	corpus-6-train	FR	Comment l'écrivez-vous?
8973	corpus-6-dev	FR	Pas nécessairement. Je pense qu'ils ont appris à coexister après de nombreuses années de concurrence.
8976	corpus-6-train	FR	Au fait, les grands magasins acceptent-ils les chèques-voyages?
8978	corpus-6-train	FR	Oui, bien sûr. Quel est votre numéro de carte et la date d'expiration?
8979	corpus-6-train	FR	Je voudrais un pot de confiture.
8981	corpus-6-train	FR	Puis-je louer un équipement de plongée libre dans ce magasin?
8983	corpus-6-train	FR	Voulez-vous prendre soin de mes bagages?
8984	corpus-6-train	FR	Vous pourriez essayer l'hôtel B ou l'hôtel C.
8985	corpus-6-train	FR	Quand le rideau se lève-t-il?
8987	corpus-6-dev	FR	Comment voulez-vous vos cheveux?
8989	corpus-6-train	FR	On commence avec les Rolling Stones.
8990	corpus-6-train	FR	Oui, une salade de crevettes pour commencer.
8991	corpus-6-train	FR	Mon passeport a été volé, ainsi que soixante-dix dollars.
8993	corpus-6-train	FR	Quel est ce curieux bâtiment?
8994	corpus-6-train	FR	Avez-vous une piscine dans cet hôtel?
8995	corpus-6-train	FR	Veuillez m'appeler à six heures demain matin. Chambre numéro quatre cent vingt.
8996	corpus-6-train	FR	Puis-je payer en yens?
8998	corpus-6-train	FR	Je crains qu'il n'y ait pas de remboursements. Vous pouvez seulement l'échanger contre autre chose.
8999	corpus-6-train	FR	Où se trouve l'université?
9000	corpus-6-train	FR	Elle portait un t-shirt et une longue jupe.
9001	corpus-6-dev	FR	Je viens des Etats-Unis.
9002	corpus-6-train	FR	C'est le restaurant Dallas.
9003	corpus-6-train	FR	N'hésitez pas à nous contacter à tout moment.
9004	corpus-6-train	FR	Pourriez-vous l'expédier au Japon si je le commande maintenant?
9005	corpus-6-dev	FR	Puis-je avoir un sandwich dinde-pain de seigle? Je voudrais de la mayonnaise en plus, s'il vous plaît.
9007	corpus-6-train	FR	Ces billets sont valables pour combien de jours?
9008	corpus-6-train	FR	Voulez-vous venir manger un morceau avec moi?
9009	corpus-6-train	FR	On m'a volé mon portefeuille avec mon passeport.
9011	corpus-6-test-corpus-26-train	FR	Il sera prêt après-demain dans la soirée.
9012	corpus-6-train	FR	Avez-vous des projets?
9016	corpus-6-train	FR	Y a-t-il du chauffage?
9017	corpus-6-dev	FR	Où se trouve le théâtre?
9019	corpus-6-dev	FR	Je me suis coupé le doigt.
9021	corpus-6-train	FR	Accepteriez-vous cent dollars pour ça?
9022	corpus-6-test-corpus-26-train	FR	Est-ce fabriqué en coton?
9023	corpus-6-train	FR	Ça alors. Je ne savais pas qu'il faut au moins un mois pour obtenir une carte de crédit.
9024	corpus-6-train	FR	Pourrais-je récupérer mes affaires dans mon coffre-fort?
9025	corpus-6-train	FR	Je veux modifier mon programme.
9026	corpus-6-train	FR	Non, ce n'est pas nécessaire. Appuyez seulement sur l'obturateur, s'il vous plaît.
9027	corpus-6-train	FR	On m'a frappé.
9028	corpus-6-train	FR	Quand finit l'excursion?
9029	corpus-6-test-corpus-26-dev	FR	J'ai mes propres médicaments.
9030	corpus-6-train	FR	Miami.
9032	corpus-6-dev	FR	Mon tour?
9034	corpus-6-test-corpus-26-train	FR	Que puis-je voir pendant cette excursion?
9038	corpus-6-train	FR	Où puis-je acheter des objets artisanaux?
9040	corpus-6-train	FR	Il coûte six dollars. Vous le prenez?
9041	corpus-6-test-corpus-26-train	FR	Oui, il y a au minimum une boisson.
9042	corpus-6-train	FR	Où se trouvent les toilettes les plus proches d'ici, s'il vous plaît?
9047	corpus-6-train	FR	En voici différentes sortes.
9048	corpus-6-train	FR	Faites-moi un meilleur prix.
9050	corpus-6-train	FR	Au revoir.
9051	corpus-6-test-corpus-26-train	FR	Combien est-ce pour une journée?
9052	corpus-6-train	FR	Je voudrais régler ma note, s'il vous plaît.
9053	corpus-6-train	FR	Je me demande si je peux me faire monter le petit déjeuner?
9055	corpus-6-dev	FR	Est-il possible de gravir une montagne avec un matériel si léger?
9056	corpus-6-train	FR	Pourrais-je avoir de l'eau?
9057	corpus-6-train	FR	Nous ferons de notre mieux pour trouver une conclusion à ce sujet avant la prochaine réunion.
9058	corpus-6-train	FR	Les produits cosmétiques sont-ils au rez-de-chaussée?
9061	corpus-6-test-corpus-26-dev	FR	Ce bus s'arrête près de l'hôtel?
9062	corpus-6-train	FR	Plus d'un paquet par jour.
9063	corpus-6-train	FR	Je ne peux pas me le permettre.
9065	corpus-6-train	FR	Pourrais-je avoir des cigarettes?
9066	corpus-6-train	FR	Faites venir un médecin dans ma chambre, s'il vous plaît.
9071	corpus-6-train	FR	Excusez-moi si je me trompe, mais ne seriez-vous pas Rebecca Anderson?
9073	corpus-6-test-corpus-26-train	FR	Je voudrais un CD.
9074	corpus-6-train	FR	Je suis descendu au Hyatt. Veuillez envoyer mes bagages à l'hôtel aussi tôt que possible.
9077	corpus-6-test-corpus-26-train	FR	Il y a des vols JAL et ANA qui partent à dix heures cinquante-cinq. Mais les deux vols sont malheureusement complets.
9079	corpus-6-train	FR	Un billet aller-retour, s'il vous plaît.
9081	corpus-6-train	FR	Quai numéro cinq, juste là.
9082	corpus-6-train	FR	Je voudrais un pull-over à manches longues.
9085	corpus-6-train	FR	Il y a une banque à deux pâtés de maisons tout droit.
9089	corpus-6-train	FR	Nous aurons une heure de retard.
9091	corpus-6-dev	FR	Où puis-je vérifier l'huile?
9092	corpus-6-train	FR	Veuillez l'envoyer en express.
9093	corpus-6-dev	FR	C'est la chambre trois cent quarante-cinq. Je voudrais le service d'étage, s'il vous plaît.
9094	corpus-6-test-corpus-26-train	FR	Ça me va bien.
9097	corpus-6-train	FR	Puis-je prendre ça dans l'avion?
9098	corpus-6-test-corpus-26-train	FR	Pourrions-nous avoir une table pour cinq?
9099	corpus-6-train	FR	Avez-vous des places libres en classe économique sur le vol à destination de Tokyo le treize octobre, s'il vous plaît?
9100	corpus-6-test-corpus-26-train	FR	Elle ne comprend pas du tout l'anglais.
9103	corpus-6-train	FR	Un aller simple ou un aller-retour?
9105	corpus-6-train	FR	Je voudrais un entrecôte avec des pommes de terre sautées.
9106	corpus-6-train	FR	C'est du veau haché au poivre.
9107	corpus-6-train	FR	Ce modèle est très populaire cette année.
9108	corpus-6-train	FR	Je suis au régime.
9109	corpus-6-train	FR	Y a-t-il une discothèque dans cette ville?
9114	corpus-6-train	FR	Où se trouve le comptoir d'enregistrement d'ABC Airlines?
9116	corpus-6-train	FR	C'est juste là.
9119	corpus-6-train	FR	Bonjour, Monsieur. Puis-je vous aider?
9120	corpus-6-train	FR	Ça me démange ici.
9121	corpus-6-train	FR	Veuillez me donner le reste en petite monnaie.
9122	corpus-6-train	FR	Nous pouvons vous proposer une place le vingt-quatre mars.
9123	corpus-6-train	FR	Je vois. Combien d'arrêts y a-t-il d'ici à la gare du Midi?
9124	corpus-6-train	FR	Je voudrais modifier ma réservation pour le vol JL zéro zéro un le trois janvier.
9126	corpus-6-test-corpus-26-dev	FR	Veuillez encaisser un chèque-voyage.
9127	corpus-6-train	FR	Un sandwich au jambon dans du pain de seigle et un grand jus d'orange, s'il vous plaît.
9129	corpus-6-train	FR	Puis-je rendre celui-ci?
9131	corpus-6-train	FR	Allô. C'est Tsuneo Suzuki. Pourrais-je parler à John Anderson, s'il vous plaît?
9134	corpus-6-train	FR	M. Tsuneo Suzuki? Pourriez-vous remplir cette fiche d'enregistrement? Quel type de chambre désirez-vous?
9135	corpus-6-train	FR	C'est exact. Veuillez également indiquer votre numéro de téléphone.
9137	corpus-6-train	FR	Mon passeport expire dans deux semaines.
9139	corpus-6-train	FR	Ce cuir est très délicat et se déchire facilement, faites attention.
9141	corpus-6-train	FR	Félicitations, j'ai entendu dire que vous allez avoir un bébé.
9143	corpus-6-train	FR	Quel est le numéro du service d'entretien?
9145	corpus-6-train	FR	Les feux de stop ne marchent pas.
9147	corpus-6-train	FR	Mesdames et messieurs, nous faisons les derniers préparatifs pour notre départ et partirons dans quelques minutes, à l'heure prévue.
9148	corpus-6-train	FR	Y a-t-il une voie express?
9150	corpus-6-test-corpus-26-train	FR	Pouvez-vous vous occuper d'elle de neuf heures du matin à quinze heures environ?
9151	corpus-6-train	FR	Vous êtes irlandais?
9154	corpus-6-train	FR	Je vous suggère un collier.
9156	corpus-6-train	FR	Veuillez produire un certificat médical et une facture pour l'assurance, s'il vous plaît.
9157	corpus-6-train	FR	Pouvez-vous l'apporter à neuf heures?
9158	corpus-6-train	FR	Est-ce que c'est en vente en ce moment?
9159	corpus-6-train	FR	Pourquoi ne pouvons-nous pas aller à Buckingham Palace aujourd'hui?
9160	corpus-6-test-corpus-26-train	FR	Combien coûte un courrier par avion pour le Japon?
9161	corpus-6-train	FR	Veuillez répéter.
9163	corpus-6-train	FR	Si seulement je pouvais être avec vous.
9164	corpus-6-train	FR	J'aime beaucoup les fruits, sauf les figues.
9165	corpus-6-train	FR	Puis-je aller à l'intérieur?
9166	corpus-6-train	FR	Ce n'est pas loin?
9167	corpus-6-train	FR	Et bien, j'espère retourner au Japon et obtenir un bon poste dans l'une des plus grandes banques.
9168	corpus-6-train	FR	Veuillez ouvrir ceci.
9169	corpus-6-train	FR	Où se trouve le magasin de sports le plus proche?
9171	corpus-6-train	FR	Je voudrais que le directeur remplisse ce formulaire, s'il vous plaît.
9172	corpus-6-train	FR	Je veux arriver à Los Angeles entre midi et deux heures environ.
9173	corpus-6-dev	FR	Puis-je voir un dépliant des excursions touristiques?
9174	corpus-6-train	FR	Cent soixante-dix livres par personne en tout.
9175	corpus-6-dev	FR	Emmenez-moi à l'hôtel Four Seasons, s'il vous plaît.
9176	corpus-6-test-corpus-26-train	FR	Je suis enfermé dehors. Pouvez-vous déverrouiller ma porte, s'il vous plaît?
9178	corpus-6-train	FR	Puis-je venir à dix heures mercredi?
9180	corpus-6-train	FR	Puis-je avoir la même chose dans une autre couleur?
9181	corpus-6-train	FR	Où avez-vous été dévalisé? Vous savez, si une fille tente de résister, ça peut être plus dangereux.
9182	corpus-6-train	FR	Veuillez m'administrer les premiers soins.
9184	corpus-6-train	FR	Vous ne pouvez pas prendre ce bagage avec vous.
9185	corpus-6-train	FR	Et bien, ça dépend du trafic, vous savez. Il est assez dense cet après-midi.
9191	corpus-6-train	FR	Je voudrais vous inviter chez moi samedi prochain.
9193	corpus-6-train	FR	Puis-je obtenir mes médicaments ici?
9194	corpus-6-train	FR	Je ne parle que japonais.
9198	corpus-6-train	FR	Nous ouvrons à dix heures et fermons à dix-huit heures.
9200	corpus-6-dev	FR	Ma femme et moi voudrions ouvrir un compte d'épargne commun.
9203	corpus-6-train	FR	Nous vous demandons de bien vouloir porter une cravate.
9206	corpus-6-train	FR	Coupe d'entretien et shampoing, s'il vous plaît.
9207	corpus-6-train	FR	Je n'arrive pas à croire que vous avez réellement quarante ans.
9209	corpus-6-train	FR	Dois-je changer de bus pour aller là-bas?
9210	corpus-6-train	FR	Qui est le dernier en ligne?
9211	corpus-6-test-corpus-26-train	FR	Quelle excursion est la meilleure pour voir les endroits les plus connus?
9212	corpus-6-train	FR	Je suis désolé, M. Shimada. M. Russell est sorti.
9216	corpus-6-train	FR	Où se trouve l'issue de secours?
9217	corpus-6-train	FR	Pourriez-vous répéter cela, s'il vous plaît?
9218	corpus-6-train	FR	Il sera prêt après-demain matin.
9219	corpus-6-train	FR	Le bus pour Boston part-il à neuf heures trente?
9222	corpus-6-train	FR	Laissez-moi m'occuper de vos bagages.
9223	corpus-6-train	FR	Avez-vous de la soupe à l'oignon?
9224	corpus-6-train	FR	Je sais exactement ce que vous ressentez.
9225	corpus-6-train	FR	A quelle heure ferme ce musée?
9226	corpus-6-train	FR	Le chauffeur m'a fait payer trop cher. Que me conseillez-vous de faire?
9227	corpus-6-dev	FR	Cette zone est-elle sûre pour les femmes?
9228	corpus-6-train	FR	Parlons des problèmes spécifiques.
9229	corpus-6-test-corpus-26-test	FR	Y a-t-il une hôtesse qui parle japonais?
9231	corpus-6-train	FR	Tous les billets étaient vendus.
9235	corpus-6-train	FR	Tout le monde sourit dans la même langue.
9239	corpus-6-train	FR	J'ai fait une réservation à l'agence de voyage ABC.
9240	corpus-6-train	FR	Nous voudrions réserver une heure à partir de dix heures demain matin.
9241	corpus-6-train	FR	Pourriez-vous attendre ici un instant?
9242	corpus-6-test-corpus-26-test	FR	Combien de sacs puis-je emporter dans l'avion?
9243	corpus-6-train	FR	Nous ne manquons pas de neige ici.
9244	corpus-6-train	FR	Il y a également de nombreuses variétés de ramen instantanés. Une tasse de ramen se prépare en trois minutes après avoir ajouté de l'eau bouillante.
9245	corpus-6-train	FR	Veuillez laver ceci.
9246	corpus-6-train	FR	A combien s'élèveraient les frais du porteur?
9248	corpus-6-train	FR	Quel produit a le plus contribué à l'augmentation de vos ventes l'an dernier?
9249	corpus-6-dev	FR	Deux adultes et un enfant, s'il vous plaît. Au fait, que signifie ce PG quinze?
9250	corpus-6-train	FR	Il a maquillé sa courte approche.
9251	corpus-6-train	FR	J'apprécierais que vous m'indiquiez quand descendre.
9256	corpus-6-train	FR	Puis-je acheter des pilules contre les maux d'estomac sans ordonnance ici?
9258	corpus-6-train	FR	Il semble que quelqu'un ait pris mes bagages.
9261	corpus-6-dev	FR	J'ai rempli un réservoir.
9263	corpus-6-test-corpus-26-train	FR	Non, Monsieur. Cet après-midi est complètement réservé. Mais demain, c'est bon.
9266	corpus-6-train	FR	Mettez les bagages dans le coffre, s'il vous plaît.
9267	corpus-6-test-corpus-26-train	FR	Je vais demander le prix exact de la course au portier.
9268	corpus-6-train	FR	Oui, il y aura un guide anglophone.
9269	corpus-6-train	FR	Où dois-je quitter l'autoroute pour aller à Laguna Beach?
9270	corpus-6-train	FR	Depuis combien de temps apprenez-vous l'anglais?
9271	corpus-6-train	FR	Comment fait-on pour ajuster ce flash?
9272	corpus-6-train	FR	Ravi de vous revoir. Merci de nous avoir invités.
9273	corpus-6-train	FR	Génial. Saute dans ma voiture. Je vais t'emmener chez le meilleur gynécologue de la ville.
9274	corpus-6-train	FR	Je vais porter celui-ci, donc veuillez emballer celui-là.
9275	corpus-6-train	FR	Excusez-moi, puis-je changer de place?
9276	corpus-6-train	FR	J'ai besoin de médicaments pour le rhume, s'il vous plaît.
9278	corpus-6-train	FR	Où se trouve le comptoir des correspondances?
9279	corpus-6-train	FR	Avez-vous une plus grande taille?
9286	corpus-6-train	FR	Je voudrais une carafe de vin blanc.
9288	corpus-6-train	FR	Où puis-je l'acheter?
9289	corpus-6-train	FR	Je vais en prendre trois de ceux-là.
9292	corpus-6-train	FR	Pourriez-vous m'examiner avant que nous ne plongions en mer?
9293	corpus-6-train	FR	Est-ce un vol direct?
9296	corpus-6-train	FR	Qui a dit ça?
9299	corpus-6-train	FR	Je veux engager un guide qui parle japonais.
9301	corpus-6-dev	FR	Prenez-vous les cartes ABC?
9302	corpus-6-dev	FR	Je ne me rappelle pas où je l'ai laissé.
9303	corpus-6-test-corpus-26-train	FR	Je suis vraiment désolé.
9306	corpus-6-train	FR	J'ai une toux grasse.
9307	corpus-6-train	FR	Les écrits en japonais me manquent.
9308	corpus-6-test-corpus-26-train	FR	Nous faisons une fête vendredi soir. Vous voulez vous joindre à nous?
9311	corpus-6-train	FR	Il nous faudra attendre au moins une demi-heure.
9312	corpus-6-test-corpus-26-train	FR	Bien, votre chambre est la neuf cent huit, mademoiselle. Voici votre clé.
9313	corpus-6-train	FR	Je voudrais un stroboscope, s'il vous plaît.
9315	corpus-6-train	FR	J'ai trouvé un défaut ici à la maison. Pourriez-vous l'échanger?
9316	corpus-6-test-corpus-26-dev	FR	Il est très important que nous ayons accès au matériel de base nécessaire au projet.
9317	corpus-6-train	FR	Je ne me souviens pas où.
9319	corpus-6-train	FR	J'ai une douleur intense.
9320	corpus-6-train	FR	Combien de temps ce visa est-il valable?
9321	corpus-6-dev	FR	Je dois envoyer ce costume au nettoyage.
9322	corpus-6-train	FR	Je n'aime pas cette chambre.
9323	corpus-6-dev	FR	Oui. C'est la clé de ma chambre.
9324	corpus-6-test-corpus-26-train	FR	Excusez-moi, Monsieur l'agent?
9325	corpus-6-test-corpus-26-train	FR	Ce train va-t-il directement à Edimbourg?
9326	corpus-6-train	FR	Deux billets aller-retour pour Boston, s'il vous plaît.
9329	corpus-6-test-corpus-26-train	FR	Est-ce que c'est dans les limites hors taxe?
9331	corpus-6-train	FR	Puis-je avoir un autre oreiller?
9332	corpus-6-train	FR	Si possible, une table près de la fenêtre, s'il vous plaît.
9334	corpus-6-train	FR	Apprenez-moi les règles.
9335	corpus-6-train	FR	J'en préférerais un rouge.
9336	corpus-6-train	FR	La zone est-elle sûre?
9337	corpus-6-test-corpus-26-train	FR	Sortez mes effets de valeur, s'il vous plaît.
9339	corpus-6-train	FR	Pourriez-vous me rédiger le diagnostic?
9341	corpus-6-train	FR	On m'a volé mon sac à main en face de l'hôtel près d'ici.
9343	corpus-6-train	FR	C'est moi qui invite.
9344	corpus-6-train	FR	Etes-vous sûr que ce calcul est correct? Veuillez vérifier à nouveau.
9345	corpus-6-train	FR	Il y a de grosses vagues aujourd'hui.
9347	corpus-6-train	FR	Je ne sens aucun goût.
9348	corpus-6-train	FR	Je voudrais faire une visite d'une semaine au Mexique.
9349	corpus-6-train	FR	Il n'a pas encore été transmis.
9350	corpus-6-train	FR	Est-il possible de se faire servir le repas après avoir dormi un peu?
9351	corpus-6-train	FR	A quelle heure est le petit déjeuner?
9352	corpus-6-dev	FR	Est-ce qu'il y a une notice d'utilisation?
9353	corpus-6-train	FR	Veuillez l'écrire là-dessus.
9354	corpus-6-train	FR	Vous pouvez obtenir un ticket dans cette machine avec un billet de mille yens.
9355	corpus-6-train	FR	Excusez-moi. Y a-t-il une cabine téléphonique près d'ici?
9356	corpus-6-train	FR	Puis-je m'asseoir près de vous?
9357	corpus-6-train	FR	Je n'en suis pas sûr. Peut-être ce soir.
9358	corpus-6-test-corpus-26-train	FR	Y a-t-il beaucoup de monde dans les excursions?
9362	corpus-6-train	FR	Je ne me sens pas bien. Pourriez-vous me donner quelque chose, s'il vous plaît?
9364	corpus-6-dev	FR	Combien coûte l'affranchissement de cette carte postale?
9365	corpus-6-train	FR	Affaires.
9367	corpus-6-test-corpus-26-train	FR	Je voudrais acheter des souvenirs. Y a-t-il un magasin de ce type près d'ici?
9368	corpus-6-train	FR	J'ai été renversé par un étranger.
9370	corpus-6-train	FR	Nous aidons les utilisateurs à tirer le maximum des produits qu'ils achètent.
9371	corpus-6-train	FR	Puis-je avoir deux hamburgers?
9372	corpus-6-test-corpus-26-train	FR	Il reste ouvert jusqu'à quand?
9374	corpus-6-train	FR	Où puis-je trouver une brochure?
9375	corpus-6-train	FR	Pourrais-je encaisser ces chèques-voyages d'une valeur de trois cent dollars, s'il vous plaît?
9378	corpus-6-train	FR	Comment puis-je trouver le bâtiment où se situe votre bureau?
9379	corpus-6-train	FR	Avez-vous des voitures qui se conduisent à droite?
9380	corpus-6-train	FR	J'ai besoin d'un cadeau pour un enfant.
9382	corpus-6-train	FR	Je vais l'assurer pour cinquante livres, s'il vous plaît.
9384	corpus-6-test-corpus-26-train	FR	Il est sorti pour le moment.
9385	corpus-6-test-corpus-26-train	FR	Mayumi, pourriez-vous compléter ce papier avec votre signature?
9386	corpus-6-train	FR	Vous le trouverez au bout du lobby.
9387	corpus-6-train	FR	J'ai participé au développement de nouveaux produits.
9389	corpus-6-train	FR	Vous devez me mettre sur un autre vol.
9390	corpus-6-train	FR	C'est combien avec les taxes?
9392	corpus-6-train	FR	Quelle est son apparence?
9397	corpus-6-train	FR	Merci. Je vous suis reconnaissant pour ça. Vous voyez, je m'intéresse aux feuilletons australiens.
9398	corpus-6-train	FR	Il me harcèle.
9401	corpus-6-train	FR	"Vraiment? Et bien, vous devriez prendre un taxi et dire simplement au chauffeur ""terminal de Grey Line City"". Ça prend bien plus de quarante minutes à pied."
9403	corpus-6-train	FR	Je vais au salon de beauté une fois tous les trois mois.
9405	corpus-6-train	FR	Je voudrais une autre chambre.
9406	corpus-6-train	FR	Dans combien de temps est servi le dîner?
9408	corpus-6-train	FR	Je ne suis pas au neuf cent huit dix-sept vingt-six? Désolé, j'ai dû faire un mauvais numéro.
9409	corpus-6-train	FR	Avez-vous quelque chose à manger?
9412	corpus-6-train	FR	En général, je quitte la maison pour aller à l'école à huit heures.
9413	corpus-6-train	FR	Ah, je commence à comprendre.
9414	corpus-6-dev	FR	Quelle est la spécialité de la saison?
9415	corpus-6-train	FR	A quelle distance se trouve Fishermen's wharf?
9417	corpus-6-train	FR	Je voudrais vraiment rentrer à la maison maintenant et faire une bonne sieste.
9419	corpus-6-train	FR	Où est le supermarché le plus proche?
9420	corpus-6-train	FR	Imaginons que je roule avec la Benz sur encore dix mille milles et que j'essaie de vous la revendre. Combien de dollars en obtiendrais-je?
9422	corpus-6-train	FR	"Je mets un autocollant ""réservé"" sur votre billet."
9423	corpus-6-train	FR	Y a-t-il une piste pour les débutants?
9424	corpus-6-train	FR	Je fais ma raie ici.
9425	corpus-6-train	FR	Pourriez-vous suggérer un meilleur plan?
9427	corpus-6-train	FR	Du courrier pour moi?
9428	corpus-6-train	FR	Ce vol partira-t-il à l'heure?
9429	corpus-6-train	FR	J'ai commandé deux Coca-Cola il y a cinquante minutes. Quant vont-ils arriver?
9430	corpus-6-dev	FR	Puis-je être remboursé de ceci?
9431	corpus-6-test-corpus-26-train	FR	En voici un pour vous, Monsieur.
9432	corpus-6-test-corpus-26-train	FR	Je n'ai aucun bagage à enregistrer.
9434	corpus-6-train	FR	Je pense que vous allez dans la mauvaise direction.
9435	corpus-6-train	FR	Excusez-moi, pouvez-vous me recommander un autre hôtel?
9436	corpus-6-train	FR	Vous voyez ce restaurant là-bas?
9437	corpus-6-train	FR	J'aimerais bien, mais je suis très occupé pour l'instant.
9440	corpus-6-train	FR	Je vous le laisse tout spécialement à deux cent trente dollars alors.
9441	corpus-6-train	FR	Je veux que ce costume soit repassé.
9442	corpus-6-train	FR	A combien s'élèveront les frais pour ça?
9443	corpus-6-train	FR	Pouvez-vous faire des retouches?
9444	corpus-6-train	FR	Quelle belle journée. C'est habituel d'avoir une si belle température à cette époque de l'année?
9445	corpus-6-train	FR	Je voudrais louer des skis.
9446	corpus-6-test-corpus-26-test	FR	Bien sûr, prenez votre temps.
9447	corpus-6-train	FR	Comme c'est gentil. J'ai entendu dire que c'est un beau pays.
9448	corpus-6-train	FR	Quel est le tarif?
9450	corpus-6-test-corpus-26-train	FR	Je suis là en mission médiatique.
9453	corpus-6-train	FR	Où devons-nous apporter vos bagages une fois qu'ils auront été retrouvés?
9454	corpus-6-train	FR	C'est une question de coutume. Au Japon, il y avait un code moral disant qu'un garçon ne pouvait même pas s'asseoir avec une fille après avoir atteint l'âge de sept ans.
9456	corpus-6-train	FR	Treize dollars et quarante-six centimes, taxes comprises. En liquide ou par carte?
9457	corpus-6-train	FR	Veuillez réessayer plus tard.
9458	corpus-6-train	FR	Prévoyez-vous des annulations?
9461	corpus-6-dev	FR	Veuillez me dire où se trouve mon siège.
9463	corpus-6-test-corpus-26-train	FR	Avez-vous des films d'été?
9465	corpus-6-train	FR	Excusez-moi. Pourriez-vous prendre une photo de nous, s'il vous plaît?
9466	corpus-6-train	FR	Oui. Veuillez me montrer des chemises.
9467	corpus-6-train	FR	Oui. Ce que je préfère, c'est la natation.
9468	corpus-6-train	FR	Qui est le sculpteur?
9471	corpus-6-train	FR	Comment me va cette robe?
9473	corpus-6-train	FR	Combien de temps faut-il pour aller là-bas en limousine?
9474	corpus-6-train	FR	Il faut vingt minutes pour aller à la gare.
9475	corpus-6-train	FR	J'ai passé un bon séjour. Merci.
